# gapseq version: 1.2 c1e35b7c
# Transporter sequence DB md5sum: b99a77e (2022-08-26)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|G7HJF5|2.A.108.2.9	2.A.108.2.9	iron	EX_cpd10515_e0	rxn08473,rxn08474,rxn12504,rxn29259,rxn08476,rxn10963,rxn13286,rxn33142,rxn34369	gnl|TC-DB|G7HJF5|2.A.108.2.9	20.896	8.8	23.5	70	scaffold_648	71547	71924	transporter
gnl|TC-DB|G7HJF5|2.A.108.2.9	2.A.108.2.9	iron	EX_cpd10516_e0	rxn29260	gnl|TC-DB|G7HJF5|2.A.108.2.9	20.896	8.8	23.5	70	scaffold_648	71547	71924	transporter
gnl|TC-DB|C4B4V9|2.A.1.1.116	2.A.1.1.116	arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|C4B4V9|2.A.1.1.116	24.462	0.003	37.0	72	scaffold_4500	19597	18638	transporter
gnl|TC-DB|C4B4V9|2.A.1.1.116	2.A.1.1.116	arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|C4B4V9|2.A.1.1.116	24.462	0.003	37.0	72	scaffold_4500	19597	18638	transporter
gnl|TC-DB|C4B4V9|2.A.1.1.116	2.A.1.1.116	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|C4B4V9|2.A.1.1.116	24.462	0.003	37.0	72	scaffold_4500	19597	18638	transporter
gnl|TC-DB|O34718|2.A.1.1.26	2.A.1.1.26	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|O34718|2.A.1.1.26	23.544	1.71e-04	40.8	82	scaffold_4500	19519	18413	transporter
gnl|TC-DB|P0AAS9|2.A.114.1.1	2.A.114.1.1	pyruvate	EX_cpd00020_e0	rxn05469,rxn09217,rxn09717,rxn09832	gnl|TC-DB|P0AAS9|2.A.114.1.1	28.846	7.3	21.2	80	scaffold_4389	12258	12103	transporter
gnl|TC-DB|P0AA76|2.A.1.14.7	2.A.1.14.7	D-galactonate	EX_cpd00653_e0	rxn08578,rxn10160	gnl|TC-DB|P0AA76|2.A.1.14.7	23.280	1.60e-09	56.6	83	scaffold_4500	19705	18662	transporter
gnl|TC-DB|P33532|2.A.1.2.1	2.A.1.2.1	arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|P33532|2.A.1.2.1	20.103	0.004	36.6	71	scaffold_4500	19945	18854	transporter
gnl|TC-DB|P33532|2.A.1.2.1	2.A.1.2.1	arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|P33532|2.A.1.2.1	20.103	0.004	36.6	71	scaffold_4500	19945	18854	transporter
gnl|TC-DB|P33532|2.A.1.2.1	2.A.1.2.1	chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|P33532|2.A.1.2.1	20.103	0.004	36.6	71	scaffold_4500	19945	18854	transporter
gnl|TC-DB|P33532|2.A.1.2.1	2.A.1.2.1	lactose	EX_cpd00208_e0	rxn08779,rxn08781,rxn10169	gnl|TC-DB|P33532|2.A.1.2.1	20.103	0.004	36.6	71	scaffold_4500	19945	18854	transporter
gnl|TC-DB|P33532|2.A.1.2.1	2.A.1.2.1	melibiose	EX_cpd03198_e0	rxn05612,rxn08906,rxn08907,rxn29106	gnl|TC-DB|P33532|2.A.1.2.1	20.103	0.004	36.6	71	scaffold_4500	19945	18854	transporter
gnl|TC-DB|P33532|2.A.1.2.1	2.A.1.2.1	potassium	EX_cpd00205_e0	rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|TC-DB|P33532|2.A.1.2.1	20.103	0.004	36.6	71	scaffold_4500	19945	18854	transporter
gnl|TC-DB|P33532|2.A.1.2.1	2.A.1.2.1	putrescine	EX_cpd00118_e0	rxn05687,rxn09215,rxn13392,rxn34402,rxn34528,rxn11263	gnl|TC-DB|P33532|2.A.1.2.1	20.103	0.004	36.6	71	scaffold_4500	19945	18854	transporter
gnl|TC-DB|P33532|2.A.1.2.1	2.A.1.2.1	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P33532|2.A.1.2.1	20.103	0.004	36.6	71	scaffold_4500	19945	18854	transporter
gnl|TC-DB|P33532|2.A.1.2.1	2.A.1.2.1	spermidine	EX_cpd00264_e0	rxn05652,rxn09660,rxn29135,rxn34532,rxn34533,rxn11262	gnl|TC-DB|P33532|2.A.1.2.1	20.103	0.004	36.6	71	scaffold_4500	19945	18854	transporter
gnl|TC-DB|P33532|2.A.1.2.1	2.A.1.2.1	thiamine	EX_cpd00305_e0	rxn09657	gnl|TC-DB|P33532|2.A.1.2.1	20.103	0.004	36.6	71	scaffold_4500	19945	18854	transporter
gnl|TC-DB|P32482|2.A.1.2.3	2.A.1.2.3	arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|P32482|2.A.1.2.3	28.783	0.052	32.3	76	scaffold_995	47265	46297	transporter
gnl|TC-DB|P32482|2.A.1.2.3	2.A.1.2.3	arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|P32482|2.A.1.2.3	28.783	0.052	32.3	76	scaffold_995	47265	46297	transporter
gnl|TC-DB|P32482|2.A.1.2.3	2.A.1.2.3	potassium	EX_cpd00205_e0	rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|TC-DB|P32482|2.A.1.2.3	28.783	0.052	32.3	76	scaffold_995	47265	46297	transporter
gnl|TC-DB|P0DMV3|2.A.123.2.16	2.A.123.2.16	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|P0DMV3|2.A.123.2.16	26.087	0.20	26.6	78	scaffold_11740	1060	860	transporter
gnl|TC-DB|P0DMV3|2.A.123.2.16	2.A.123.2.16	sucrose	EX_cpd00076_e0	rxn09658	gnl|TC-DB|P0DMV3|2.A.123.2.16	26.087	0.20	26.6	78	scaffold_11740	1060	860	transporter
gnl|TC-DB|P37597|2.A.1.2.62	2.A.1.2.62	adenosine	EX_cpd00182_e0	rxn05318,rxn08068,rxn12381	gnl|TC-DB|P37597|2.A.1.2.62	24.932	5.22e-12	64.3	86	scaffold_995	47316	46249	transporter
gnl|TC-DB|P37597|2.A.1.2.62	2.A.1.2.62	arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|P37597|2.A.1.2.62	24.932	5.22e-12	64.3	86	scaffold_995	47316	46249	transporter
gnl|TC-DB|P37597|2.A.1.2.62	2.A.1.2.62	arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|P37597|2.A.1.2.62	24.932	5.22e-12	64.3	86	scaffold_995	47316	46249	transporter
gnl|TC-DB|P37597|2.A.1.2.62	2.A.1.2.62	guanosine	EX_cpd00311_e0	rxn05204,rxn08671,rxn09747,rxn12427,rxn28613	gnl|TC-DB|P37597|2.A.1.2.62	24.932	5.22e-12	64.3	86	scaffold_995	47316	46249	transporter
gnl|TC-DB|P37597|2.A.1.2.62	2.A.1.2.62	inosine	EX_cpd00246_e0	rxn05316,rxn08753,rxn12445,rxn28604	gnl|TC-DB|P37597|2.A.1.2.62	24.932	5.22e-12	64.3	86	scaffold_995	47316	46249	transporter
gnl|TC-DB|Q81B77|2.A.1.26.3	2.A.1.26.3	nitrate	EX_cpd00209_e0	rxn05627,rxn10977,rxn12431,rxn33368	gnl|TC-DB|Q81B77|2.A.1.26.3	24.042	5.12e-04	38.9	71	scaffold_1756	42021	41194	transporter
gnl|TC-DB|Q81B77|2.A.1.26.3	2.A.1.26.3	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q81B77|2.A.1.26.3	24.042	5.12e-04	38.9	71	scaffold_1756	42021	41194	transporter
gnl|TC-DB|Q81B77|2.A.1.26.3	2.A.1.26.3	sulfate	EX_cpd00048_e0	rxn05651,rxn12369,rxn12811,rxn13116,rxn34447,rxn34531,rxn05238,rxn31171,rxn31183,rxn32972,rxn32975,rxn34545	gnl|TC-DB|Q81B77|2.A.1.26.3	24.042	5.12e-04	38.9	71	scaffold_1756	42021	41194	transporter
gnl|TC-DB|P28246|2.A.1.2.7	2.A.1.2.7	chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|P28246|2.A.1.2.7	27.933	1.12e-16	79.0	89	scaffold_995	47307	46258	transporter
gnl|TC-DB|P28246|2.A.1.2.7	2.A.1.2.7	copper	EX_cpd00058_e0	rxn08275,rxn29258,rxn05212,rxn08274,rxn38516	gnl|TC-DB|P28246|2.A.1.2.7	27.933	1.12e-16	79.0	89	scaffold_995	47307	46258	transporter
gnl|TC-DB|P28246|2.A.1.2.7	2.A.1.2.7	L-cysteine	EX_cpd00084_e0	rxn09690	gnl|TC-DB|P28246|2.A.1.2.7	27.933	1.12e-16	79.0	89	scaffold_995	47307	46258	transporter
gnl|TC-DB|P28246|2.A.1.2.7	2.A.1.2.7	phenylacetate	EX_cpd00489_e0	rxn10559,rxn30233,rxn30234	gnl|TC-DB|P28246|2.A.1.2.7	27.933	1.12e-16	79.0	89	scaffold_995	47307	46258	transporter
gnl|TC-DB|Q55937|2.A.1.31.2	2.A.1.31.2	nickel	EX_cpd00244_e0	rxn08990,rxn08992,rxn10581,rxn13730	gnl|TC-DB|Q55937|2.A.1.31.2	25.526	1.96e-07	50.1	79	scaffold_3610	18003	19106	transporter
sp|P32369|BAIG_CLOSV|2.A.1.3.13	2.A.1.3.13	Chenodeoxycholate	EX_cpd01663_e0	rxn40935	sp|P32369|BAIG_CLOSV|2.A.1.3.13	21.875	0.22	30.8	73	scaffold_11740	5359	6378	transporter
sp|P32369|BAIG_CLOSV|2.A.1.3.13	2.A.1.3.13	Cholate	EX_cpd00526_e0	rxn47305	sp|P32369|BAIG_CLOSV|2.A.1.3.13	21.875	0.22	30.8	73	scaffold_11740	5359	6378	transporter
sp|P32369|BAIG_CLOSV|2.A.1.3.13	2.A.1.3.13	Deoxycholate	EX_cpd02733_e0	rxn43262	sp|P32369|BAIG_CLOSV|2.A.1.3.13	21.875	0.22	30.8	73	scaffold_11740	5359	6378	transporter
sp|P32369|BAIG_CLOSV|2.A.1.3.13	2.A.1.3.13	Lithocholate	EX_cpd02475_e0	rxn90083	sp|P32369|BAIG_CLOSV|2.A.1.3.13	21.875	0.22	30.8	73	scaffold_11740	5359	6378	transporter
gnl|TC-DB|P37594|2.A.1.3.14	2.A.1.3.14	chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|P37594|2.A.1.3.14	29.213	2.33e-20	91.7	71	scaffold_10032	11466	10402	transporter
gnl|TC-DB|P0AEJ0|2.A.1.3.2	2.A.1.3.2	arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|P0AEJ0|2.A.1.3.2	27.346	2.39e-23	101	71	scaffold_10032	11397	10300	transporter
gnl|TC-DB|P0AEJ0|2.A.1.3.2	2.A.1.3.2	arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|P0AEJ0|2.A.1.3.2	27.346	2.39e-23	101	71	scaffold_10032	11397	10300	transporter
gnl|TC-DB|P0AEJ0|2.A.1.3.2	2.A.1.3.2	arginine	EX_cpd00051_e0	rxn05303,rxn08154,rxn09783,rxn12437,rxn13228,rxn30457,rxn10840,rxn33718	gnl|TC-DB|P0AEJ0|2.A.1.3.2	27.346	2.39e-23	101	71	scaffold_10032	11397	10300	transporter
gnl|TC-DB|P0AEJ0|2.A.1.3.2	2.A.1.3.2	deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P0AEJ0|2.A.1.3.2	27.346	2.39e-23	101	71	scaffold_10032	11397	10300	transporter
gnl|TC-DB|P0AEJ0|2.A.1.3.2	2.A.1.3.2	histidine	EX_cpd00119_e0	rxn05299,rxn08719,rxn09744,rxn13314,rxn34384	gnl|TC-DB|P0AEJ0|2.A.1.3.2	27.346	2.39e-23	101	71	scaffold_10032	11397	10300	transporter
gnl|TC-DB|P0AEJ0|2.A.1.3.2	2.A.1.3.2	lysine	EX_cpd00039_e0	rxn05305,rxn08854,rxn08855,rxn09674,rxn09740,rxn12378,rxn13343,rxn10834,rxn33297	gnl|TC-DB|P0AEJ0|2.A.1.3.2	27.346	2.39e-23	101	71	scaffold_10032	11397	10300	transporter
gnl|TC-DB|P36554|2.A.1.3.26	2.A.1.3.26	arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|P36554|2.A.1.3.26	24.784	4.02e-12	65.5	70	scaffold_10032	11400	10378	transporter
gnl|TC-DB|P36554|2.A.1.3.26	2.A.1.3.26	arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|P36554|2.A.1.3.26	24.784	4.02e-12	65.5	70	scaffold_10032	11400	10378	transporter
gnl|TC-DB|P36554|2.A.1.3.26	2.A.1.3.26	deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P36554|2.A.1.3.26	24.784	4.02e-12	65.5	70	scaffold_10032	11400	10378	transporter
gnl|TC-DB|P96712|2.A.1.3.50	2.A.1.3.50	chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|P96712|2.A.1.3.50	23.877	2.51e-14	72.8	81	scaffold_11740	5194	6423	transporter
gnl|TC-DB|Q180E3|2.A.1.3.72	2.A.1.3.72	riboflavin	EX_cpd00220_e0	rxn05224,rxn05645,rxn09715,rxn33018,rxn34403,rxn38697	gnl|TC-DB|Q180E3|2.A.1.3.72	24.595	6.34e-15	73.9	79	scaffold_10032	11406	10300	transporter
gnl|TC-DB|Q8NMG4|2.A.1.3.74	2.A.1.3.74	cadaverine	EX_cpd01155_e0	rxn27376	gnl|TC-DB|Q8NMG4|2.A.1.3.74	32.011	1.92e-18	85.5	70	scaffold_10032	11502	10450	transporter
gnl|TC-DB|Q8NMG4|2.A.1.3.74	2.A.1.3.74	L-arginine	EX_cpd00051_e0	rxn05303,rxn08154,rxn09783,rxn12437,rxn13228,rxn30457,rxn10840,rxn33718	gnl|TC-DB|Q8NMG4|2.A.1.3.74	32.011	1.92e-18	85.5	70	scaffold_10032	11502	10450	transporter
gnl|TC-DB|Q8NMG4|2.A.1.3.74	2.A.1.3.74	L-lysine	EX_cpd00039_e0	rxn05305,rxn08854,rxn08855,rxn09674,rxn09740,rxn12378,rxn13343,rxn10834,rxn33297	gnl|TC-DB|Q8NMG4|2.A.1.3.74	32.011	1.92e-18	85.5	70	scaffold_10032	11502	10450	transporter
gnl|TC-DB|Q8NMG4|2.A.1.3.74	2.A.1.3.74	putrescine	EX_cpd00118_e0	rxn05687,rxn09215,rxn13392,rxn34402,rxn34528,rxn11263	gnl|TC-DB|Q8NMG4|2.A.1.3.74	32.011	1.92e-18	85.5	70	scaffold_10032	11502	10450	transporter
gnl|TC-DB|Q8NMG4|2.A.1.3.74	2.A.1.3.74	spermidine	EX_cpd00264_e0	rxn05652,rxn09660,rxn29135,rxn34532,rxn34533,rxn11262	gnl|TC-DB|Q8NMG4|2.A.1.3.74	32.011	1.92e-18	85.5	70	scaffold_10032	11502	10450	transporter
gnl|TC-DB|D5AKT2|2.A.1.81.1	2.A.1.81.1	copper	EX_cpd00058_e0	rxn08275,rxn29258,rxn05212,rxn08274,rxn38516	gnl|TC-DB|D5AKT2|2.A.1.81.1	27.324	1.68e-12	65.9	83	scaffold_808	49617	48565	transporter
gnl|TC-DB|B8GAU7|2.A.1.81.2	2.A.1.81.2	copper	EX_cpd00058_e0	rxn08275,rxn29258,rxn05212,rxn08274,rxn38516	gnl|TC-DB|B8GAU7|2.A.1.81.2	31.024	4.04e-16	77.4	77	scaffold_808	49578	48610	transporter
gnl|TC-DB|A6X7E7|2.A.1.81.5	2.A.1.81.5	riboflavin	EX_cpd00220_e0	rxn05224,rxn05645,rxn09715,rxn33018,rxn34403,rxn38697	gnl|TC-DB|A6X7E7|2.A.1.81.5	24.242	2.23e-12	65.5	93	scaffold_808	49686	48538	transporter
gnl|TC-DB|P45394|2.A.19.5.1	2.A.19.5.1	calcium	EX_cpd00063_e0	rxn05514,rxn08185,rxn08188,rxn10448,rxn29257,rxn29824	gnl|TC-DB|P45394|2.A.19.5.1	31.086	6.66e-15	72.4	82	scaffold_4743	14960	14175	transporter
gnl|TC-DB|Q0ZAI3|2.A.19.5.2	2.A.19.5.2	calcium	EX_cpd00063_e0	rxn05514,rxn08185,rxn08188,rxn10448,rxn29257,rxn29824	gnl|TC-DB|Q0ZAI3|2.A.19.5.2	36.290	4.60e-20	87.8	77	scaffold_4743	14960	14226	transporter
gnl|TC-DB|Q0ZAI3|2.A.19.5.2	2.A.19.5.2	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q0ZAI3|2.A.19.5.2	36.290	4.60e-20	87.8	77	scaffold_4743	14960	14226	transporter
gnl|TC-DB|Q57556|2.A.19.5.3	2.A.19.5.3	calcium	EX_cpd00063_e0	rxn05514,rxn08185,rxn08188,rxn10448,rxn29257,rxn29824	gnl|TC-DB|Q57556|2.A.19.5.3	31.687	2.17e-19	85.5	76	scaffold_4743	14957	14253	transporter
gnl|TC-DB|Q57556|2.A.19.5.3	2.A.19.5.3	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q57556|2.A.19.5.3	31.687	2.17e-19	85.5	76	scaffold_4743	14957	14253	transporter
gnl|TC-DB|P53257|2.A.29.28.1	2.A.29.28.1	thiamine	EX_cpd00305_e0	rxn09657	gnl|TC-DB|P53257|2.A.29.28.1	21.382	3.6	25.8	84	scaffold_2684	31642	32466	transporter
gnl|TC-DB|F2HN33|2.A.3.1.22	2.A.3.1.22	phenylalanine	EX_cpd00066_e0	rxn05306,rxn09117,rxn09724,rxn12449	gnl|TC-DB|F2HN33|2.A.3.1.22	26.211	5.05e-08	52.0	75	scaffold_3835	3239	2301	transporter
gnl|TC-DB|F2HN33|2.A.3.1.22	2.A.3.1.22	tryptophan	EX_cpd00065_e0	rxn05663,rxn09326,rxn09709,rxn12458,rxn34411	gnl|TC-DB|F2HN33|2.A.3.1.22	26.211	5.05e-08	52.0	75	scaffold_3835	3239	2301	transporter
gnl|TC-DB|F2HN33|2.A.3.1.22	2.A.3.1.22	tyrosine	EX_cpd00069_e0	rxn05301,rxn09338,rxn09708,rxn09831,rxn12459,rxn13411,rxn13412,rxn34413	gnl|TC-DB|F2HN33|2.A.3.1.22	26.211	5.05e-08	52.0	75	scaffold_3835	3239	2301	transporter
gnl|TC-DB|BAV22301.1|2.A.3.1.25	2.A.3.1.25	D-alanine	EX_cpd00117_e0	rxn05494,rxn08301,rxn13660	gnl|TC-DB|BAV22301.1|2.A.3.1.25	22.054	1.20e-06	47.8	72	scaffold_3835	3215	2280	transporter
gnl|TC-DB|BAV22301.1|2.A.3.1.25	2.A.3.1.25	D-serine	EX_cpd00550_e0	rxn05649,rxn08372	gnl|TC-DB|BAV22301.1|2.A.3.1.25	22.054	1.20e-06	47.8	72	scaffold_3835	3215	2280	transporter
gnl|TC-DB|BAV22301.1|2.A.3.1.25	2.A.3.1.25	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|BAV22301.1|2.A.3.1.25	22.054	1.20e-06	47.8	72	scaffold_3835	3215	2280	transporter
gnl|TC-DB|P0AAE0|2.A.3.1.7	2.A.3.1.7	D-alanine	EX_cpd00117_e0	rxn05494,rxn08301,rxn13660	gnl|TC-DB|P0AAE0|2.A.3.1.7	20.865	3.13e-07	49.7	83	scaffold_3835	3251	2154	transporter
gnl|TC-DB|P0AAE0|2.A.3.1.7	2.A.3.1.7	D-serine	EX_cpd00550_e0	rxn05649,rxn08372	gnl|TC-DB|P0AAE0|2.A.3.1.7	20.865	3.13e-07	49.7	83	scaffold_3835	3251	2154	transporter
gnl|TC-DB|P0AAE0|2.A.3.1.7	2.A.3.1.7	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|P0AAE0|2.A.3.1.7	20.865	3.13e-07	49.7	83	scaffold_3835	3251	2154	transporter
gnl|TC-DB|P0AAE0|2.A.3.1.7	2.A.3.1.7	serine	EX_cpd00054_e0	rxn05307,rxn09246,rxn09247,rxn09714,rxn10185,rxn34404,rxn34405,rxn34530	gnl|TC-DB|P0AAE0|2.A.3.1.7	20.865	3.13e-07	49.7	83	scaffold_3835	3251	2154	transporter
gnl|TC-DB|O31199|2.A.3.1.9	2.A.3.1.9	histidine	EX_cpd00119_e0	rxn05299,rxn08719,rxn09744,rxn13314,rxn34384	gnl|TC-DB|O31199|2.A.3.1.9	25.909	1.98e-16	79.0	93	scaffold_3835	3239	1998	transporter
gnl|TC-DB|P60061|2.A.3.2.5	2.A.3.2.5	agmatine	EX_cpd00152_e0	rxn12597	gnl|TC-DB|P60061|2.A.3.2.5	25.959	2.62e-12	65.9	75	scaffold_3835	3233	2250	transporter
gnl|TC-DB|P60061|2.A.3.2.5	2.A.3.2.5	arginine	EX_cpd00051_e0	rxn05303,rxn08154,rxn09783,rxn12437,rxn13228,rxn30457,rxn10840,rxn33718	gnl|TC-DB|P60061|2.A.3.2.5	25.959	2.62e-12	65.9	75	scaffold_3835	3233	2250	transporter
gnl|TC-DB|P13738|2.A.33.1.1	2.A.33.1.1	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P13738|2.A.33.1.1	46.032	7.72e-67	226	89	scaffold_3610	13770	14894	transporter
gnl|TC-DB|Q56725|2.A.33.1.2	2.A.33.1.2	potassium	EX_cpd00205_e0	rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|TC-DB|Q56725|2.A.33.1.2	41.860	3.12e-74	248	90	scaffold_3610	13749	14900	transporter
gnl|TC-DB|Q56725|2.A.33.1.2	2.A.33.1.2	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q56725|2.A.33.1.2	41.860	3.12e-74	248	90	scaffold_3610	13749	14900	transporter
gnl|TC-DB|Q39WP5|2.A.33.1.3	2.A.33.1.3	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q39WP5|2.A.33.1.3	30.769	1.74e-18	84.3	84	scaffold_3610	13836	14864	transporter
gnl|TC-DB|A1AK41|2.A.33.1.4	2.A.33.1.4	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|A1AK41|2.A.33.1.4	31.781	5.33e-09	54.7	86	scaffold_3610	13848	14903	transporter
gnl|TC-DB|Q8G5R2|2.A.33.1.5	2.A.33.1.5	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q8G5R2|2.A.33.1.5	34.805	1.55e-42	158	75	scaffold_3610	13824	14903	transporter
gnl|TC-DB|Q9S1X8|2.A.33.1.6	2.A.33.1.6	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q9S1X8|2.A.33.1.6	38.060	1.93e-30	120	88	scaffold_3610	13683	14828	transporter
gnl|TC-DB|ALD51314.1|2.A.3.3.24	2.A.3.3.24	phenylalanine	EX_cpd00066_e0	rxn05306,rxn09117,rxn09724,rxn12449	gnl|TC-DB|ALD51314.1|2.A.3.3.24	25.057	6.92e-14	71.6	72	scaffold_3835	3362	2163	transporter
gnl|TC-DB|ALD51314.1|2.A.3.3.24	2.A.3.3.24	tryptophan	EX_cpd00065_e0	rxn05663,rxn09326,rxn09709,rxn12458,rxn34411	gnl|TC-DB|ALD51314.1|2.A.3.3.24	25.057	6.92e-14	71.6	72	scaffold_3835	3362	2163	transporter
gnl|TC-DB|ALD51314.1|2.A.3.3.24	2.A.3.3.24	tyrosine	EX_cpd00069_e0	rxn05301,rxn09338,rxn09708,rxn09831,rxn12459,rxn13411,rxn13412,rxn34413	gnl|TC-DB|ALD51314.1|2.A.3.3.24	25.057	6.92e-14	71.6	72	scaffold_3835	3362	2163	transporter
