# gapseq version: 1.2 c1e35b7c
# Transporter sequence DB md5sum: b99a77e (2022-08-26)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|Q8NRL9|2.A.22.4.3	2.A.22.4.3	alanine	EX_cpd00035_e0	rxn05215,rxn05496,rxn08101,rxn08102,rxn34464,rxn34465,rxn34485,rxn34486	gnl|TC-DB|Q8NRL9|2.A.22.4.3	36.000	0.72	23.5	73	contig_16	1220978	1221127	transporter
gnl|TC-DB|Q8NRL9|2.A.22.4.3	2.A.22.4.3	methionine	EX_cpd00060_e0	rxn05615,rxn09672,rxn09738	gnl|TC-DB|Q8NRL9|2.A.22.4.3	36.000	0.72	23.5	73	contig_16	1220978	1221127	transporter
gnl|TC-DB|P0A754|2.A.37.1.1	2.A.37.1.1	potassium	EX_cpd00205_e0	rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|TC-DB|P0A754|2.A.37.1.1	21.795	1.6	25.4	89	contig_16	1029696	1029241	transporter
gnl|TC-DB|P0AGI8|2.A.38.1.1	2.A.38.1.1	potassium	EX_cpd00205_e0	rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|TC-DB|P0AGI8|2.A.38.1.1	21.760	8.67e-28	113	84	contig_16	1902246	1901053	transporter
gnl|TC-DB|P39579|2.A.50.2.1	2.A.50.2.1	alanine	EX_cpd00035_e0	rxn05215,rxn05496,rxn08101,rxn08102,rxn34464,rxn34465,rxn34485,rxn34486	gnl|TC-DB|P39579|2.A.50.2.1	25.862	3.9	21.9	74	contig_16	799793	799650	transporter
gnl|TC-DB|CCK79986|2.A.56.1.15	2.A.56.1.1	fumarate	EX_cpd00106_e0	rxn05561,rxn08542,rxn08543,rxn10152,rxn10158,rxn10901,rxn12423	gnl|TC-DB|CCK79986|2.A.56.1.15	28.329	8.53e-38	143	80	contig_16	210556	209525	transporter
gnl|TC-DB|CCK79986|2.A.56.1.15	2.A.56.1.1	itaconate	EX_cpd00380_e0	rxn12562	gnl|TC-DB|CCK79986|2.A.56.1.15	28.329	8.53e-38	143	80	contig_16	210556	209525	transporter
gnl|TC-DB|CCK79986|2.A.56.1.15	2.A.56.1.1	malate	EX_cpd00130_e0	rxn05207,rxn05605,rxn08865,rxn08866,rxn10153,rxn10156,rxn12446,rxn34241,rxn34242	gnl|TC-DB|CCK79986|2.A.56.1.15	28.329	8.53e-38	143	80	contig_16	210556	209525	transporter
gnl|TC-DB|CCK79986|2.A.56.1.15	2.A.56.1.1	succinate	EX_cpd00036_e0	rxn05654,rxn09269,rxn09270,rxn10154,rxn10157,rxn12455,rxn39059	gnl|TC-DB|CCK79986|2.A.56.1.15	28.329	8.53e-38	143	80	contig_16	210556	209525	transporter
gnl|TC-DB|Q3IVI4|2.A.56.1.4	2.A.56.1.4	taurine	EX_cpd00210_e0	rxn12554	gnl|TC-DB|Q3IVI4|2.A.56.1.4	23.415	1.22e-20	91.7	90	contig_16	210667	209525	transporter
gnl|TC-DB|C7G3I9|2.A.63.2.1	2.A.63.2.1	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|C7G3I9|2.A.63.2.1	23.596	0.31	26.2	76	contig_16	126752	127018	transporter
gnl|TC-DB|P76630|2.A.78.1.3	2.A.78.1.3	methionine	EX_cpd00060_e0	rxn05615,rxn09672,rxn09738	gnl|TC-DB|P76630|2.A.78.1.3	21.354	1.3	26.6	78	contig_16	531745	532236	transporter
gnl|TC-DB|P0ADD2|2.A.79.2.1	2.A.79.2.1	fumarate	EX_cpd00106_e0	rxn05561,rxn08542,rxn08543,rxn10152,rxn10158,rxn10901,rxn12423	gnl|TC-DB|P0ADD2|2.A.79.2.1	20.690	3.8	24.3	86	contig_16	1237432	1236917	transporter
gnl|TC-DB|P0ADD2|2.A.79.2.1	2.A.79.2.1	malate	EX_cpd00130_e0	rxn05207,rxn05605,rxn08865,rxn08866,rxn10153,rxn10156,rxn12446,rxn34241,rxn34242	gnl|TC-DB|P0ADD2|2.A.79.2.1	20.690	3.8	24.3	86	contig_16	1237432	1236917	transporter
gnl|TC-DB|P0ADD2|2.A.79.2.1	2.A.79.2.1	succinate	EX_cpd00036_e0	rxn05654,rxn09269,rxn09270,rxn10154,rxn10157,rxn12455,rxn39059	gnl|TC-DB|P0ADD2|2.A.79.2.1	20.690	3.8	24.3	86	contig_16	1237432	1236917	transporter
gnl|TC-DB|Q5LR30|2.A.88.1.6	2.A.88.1.6	biotin	EX_cpd00104_e0	rxn09693	gnl|TC-DB|Q5LR30|2.A.88.1.6	32.237	1.92e-05	40.8	75	contig_16	1285668	1285231	transporter
gnl|TC-DB|P21408|3.A.1.10.1	3.A.1.10.1	iron	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|P21408|3.A.1.10.1	29.710	1.63e-26	107	79	contig_16	490994	491800	transporter
gnl|TC-DB|P21408|3.A.1.10.1	3.A.1.10.1	iron	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|P21408|3.A.1.10.1	29.710	1.63e-26	107	79	contig_16	490994	491800	transporter
gnl|TC-DB|P72827|3.A.1.10.2	3.A.1.10.2	iron	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|P72827|3.A.1.10.2	29.740	5.24e-23	97.4	72	contig_16	490967	491707	transporter
gnl|TC-DB|P72827|3.A.1.10.2	3.A.1.10.2	iron	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|P72827|3.A.1.10.2	29.740	5.24e-23	97.4	72	contig_16	490967	491707	transporter
gnl|TC-DB|P35755|3.A.1.10.3	3.A.1.10.3	iron	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|P35755|3.A.1.10.3	28.425	3.79e-28	111	85	contig_16	490994	491836	transporter
gnl|TC-DB|P35755|3.A.1.10.3	3.A.1.10.3	iron	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|P35755|3.A.1.10.3	28.425	3.79e-28	111	85	contig_16	490994	491836	transporter
gnl|TC-DB|Q82VN5|3.A.1.10.4	3.A.1.10.4	iron	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q82VN5|3.A.1.10.4	33.077	5.21e-30	117	72	contig_16	493565	494323	transporter
gnl|TC-DB|Q82VN5|3.A.1.10.4	3.A.1.10.4	iron	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q82VN5|3.A.1.10.4	33.077	5.21e-30	117	72	contig_16	493565	494323	transporter
gnl|TC-DB|A1JLH0|3.A.1.10.5	3.A.1.10.5	Iron	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|A1JLH0|3.A.1.10.5	31.174	1.88e-23	98.2	70	contig_16	493565	494272	transporter
gnl|TC-DB|A1JLH0|3.A.1.10.5	3.A.1.10.5	Iron	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|A1JLH0|3.A.1.10.5	31.174	1.88e-23	98.2	70	contig_16	493565	494272	transporter
gnl|TC-DB|Q5SHV2|3.A.1.10.6	3.A.1.10.6	iron	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q5SHV2|3.A.1.10.6	33.077	7.92e-32	122	76	contig_16	490961	491707	transporter
gnl|TC-DB|Q5SHV2|3.A.1.10.6	3.A.1.10.6	iron	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q5SHV2|3.A.1.10.6	33.077	7.92e-32	122	76	contig_16	490961	491707	transporter
gnl|TC-DB|P30963|3.A.1.107.1	3.A.1.107.1	heme	EX_cpd00028_e0	rxn05148,rxn09115,rxn27591	gnl|TC-DB|P30963|3.A.1.107.1	32.065	2.15e-09	52.8	92	contig_16	1802502	1803032	transporter
gnl|TC-DB|K6BJ24|3.A.1.107.4	3.A.1.107.4	heme	EX_cpd00028_e0	rxn05148,rxn09115,rxn27591	gnl|TC-DB|K6BJ24|3.A.1.107.4	29.775	2.65e-14	67.4	86	contig_16	971100	970597	transporter
gnl|TC-DB|Q8RJU8|3.A.1.1.18	3.A.1.1.1	arabinose	EX_cpd00185_e0	rxn10822	gnl|TC-DB|Q8RJU8|3.A.1.1.18	31.325	3.57e-39	143	86	contig_16	987316	988056	transporter
gnl|TC-DB|Q8RJU8|3.A.1.1.18	3.A.1.1.1	arabinose	EX_cpd00224_e0	rxn05173,rxn08139,rxn11063	gnl|TC-DB|Q8RJU8|3.A.1.1.18	31.325	3.57e-39	143	86	contig_16	987316	988056	transporter
gnl|TC-DB|Q8RJU8|3.A.1.1.18	3.A.1.1.1	galactose	EX_cpd00108_e0	rxn05162,rxn08573	gnl|TC-DB|Q8RJU8|3.A.1.1.18	31.325	3.57e-39	143	86	contig_16	987316	988056	transporter
gnl|TC-DB|Q8RJU8|3.A.1.1.18	3.A.1.1.1	glucose	EX_cpd00027_e0	rxn05147,rxn08606	gnl|TC-DB|Q8RJU8|3.A.1.1.18	31.325	3.57e-39	143	86	contig_16	987316	988056	transporter
gnl|TC-DB|Q8RJU8|3.A.1.1.18	3.A.1.1.1	maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|Q8RJU8|3.A.1.1.18	31.325	3.57e-39	143	86	contig_16	987316	988056	transporter
gnl|TC-DB|Q8RJU8|3.A.1.1.18	3.A.1.1.1	mannose	EX_cpd00138_e0	rxn13849	gnl|TC-DB|Q8RJU8|3.A.1.1.18	31.325	3.57e-39	143	86	contig_16	987316	988056	transporter
gnl|TC-DB|Q8RJU8|3.A.1.1.18	3.A.1.1.1	sucrose	EX_cpd00076_e0	rxn18575	gnl|TC-DB|Q8RJU8|3.A.1.1.18	31.325	3.57e-39	143	86	contig_16	987316	988056	transporter
gnl|TC-DB|Q8RJU8|3.A.1.1.18	3.A.1.1.1	trehalose	EX_cpd00794_e0	rxn10839	gnl|TC-DB|Q8RJU8|3.A.1.1.18	31.325	3.57e-39	143	86	contig_16	987316	988056	transporter
gnl|TC-DB|Q8RJU8|3.A.1.1.18	3.A.1.1.1	xylose	EX_cpd00154_e0	rxn05167,rxn09383	gnl|TC-DB|Q8RJU8|3.A.1.1.18	31.325	3.57e-39	143	86	contig_16	987316	988056	transporter
gnl|TC-DB|Q3MAR7|3.A.1.11.10	3.A.1.11.10	putrescine	EX_cpd00118_e0	rxn05163,rxn09213,rxn11263	gnl|TC-DB|Q3MAR7|3.A.1.11.10	22.477	0.019	32.7	73	contig_16	391566	392177	transporter
gnl|TC-DB|Q3MAR7|3.A.1.11.10	3.A.1.11.10	Spermidine	EX_cpd00264_e0	rxn05175,rxn09263,rxn11262	gnl|TC-DB|Q3MAR7|3.A.1.11.10	22.477	0.019	32.7	73	contig_16	391566	392177	transporter
gnl|TC-DB|Q97UY9|3.A.1.1.13	3.A.1.1.13	galactose	EX_cpd00108_e0	rxn05162,rxn08573	gnl|TC-DB|Q97UY9|3.A.1.1.13	28.870	7.08e-23	95.1	86	contig_16	987346	988035	transporter
gnl|TC-DB|Q97UY9|3.A.1.1.13	3.A.1.1.13	glucose	EX_cpd00027_e0	rxn05147,rxn08606	gnl|TC-DB|Q97UY9|3.A.1.1.13	28.870	7.08e-23	95.1	86	contig_16	987346	988035	transporter
gnl|TC-DB|Q97UY9|3.A.1.1.13	3.A.1.1.13	mannose	EX_cpd00138_e0	rxn13849	gnl|TC-DB|Q97UY9|3.A.1.1.13	28.870	7.08e-23	95.1	86	contig_16	987346	988035	transporter
gnl|TC-DB|Q97UF3|3.A.1.1.14	3.A.1.1.14	arabinose	EX_cpd00185_e0	rxn10822	gnl|TC-DB|Q97UF3|3.A.1.1.14	25.862	9.13e-16	73.9	78	contig_16	987346	988014	transporter
gnl|TC-DB|Q97UF3|3.A.1.1.14	3.A.1.1.14	arabinose	EX_cpd00224_e0	rxn05173,rxn08139,rxn11063	gnl|TC-DB|Q97UF3|3.A.1.1.14	25.862	9.13e-16	73.9	78	contig_16	987346	988014	transporter
gnl|TC-DB|Q97UF3|3.A.1.1.14	3.A.1.1.14	xylose	EX_cpd00154_e0	rxn05167,rxn09383	gnl|TC-DB|Q97UF3|3.A.1.1.14	25.862	9.13e-16	73.9	78	contig_16	987346	988014	transporter
gnl|TC-DB|Q97ZC0|3.A.1.1.15	3.A.1.1.15	trehalose	EX_cpd00794_e0	rxn10839	gnl|TC-DB|Q97ZC0|3.A.1.1.15	26.971	1.23e-19	86.3	70	contig_16	493592	494278	transporter
gnl|TC-DB|P46903|3.A.1.115.1	3.A.1.115.1	sodium	EX_cpd00971_e0	rxn05622,rxn34391,rxn34513	gnl|TC-DB|P46903|3.A.1.115.1	28.877	1.10e-16	75.5	85	contig_16	971013	970471	transporter
gnl|TC-DB|Q7UQ83|3.A.1.115.2	3.A.1.115.2	sodium	EX_cpd00971_e0	rxn05622,rxn34391,rxn34513	gnl|TC-DB|Q7UQ83|3.A.1.115.2	28.019	3.63e-18	80.1	96	contig_16	971076	970471	transporter
gnl|TC-DB|Q8TZP9|3.A.1.1.16	3.A.1.1.16	Maltodextrin	EX_cpd11976_e0	rxn11140	gnl|TC-DB|Q8TZP9|3.A.1.1.16	23.214	6.94e-12	62.4	74	contig_16	1959796	1960434	transporter
gnl|TC-DB|Q9R9Q5|3.A.1.1.17	3.A.1.1.17	maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|Q9R9Q5|3.A.1.1.17	33.500	1.02e-19	85.5	72	contig_16	987421	988014	transporter
gnl|TC-DB|Q9R9Q5|3.A.1.1.17	3.A.1.1.17	sucrose	EX_cpd00076_e0	rxn18575	gnl|TC-DB|Q9R9Q5|3.A.1.1.17	33.500	1.02e-19	85.5	72	contig_16	987421	988014	transporter
gnl|TC-DB|Q9R9Q5|3.A.1.1.17	3.A.1.1.17	trehalose	EX_cpd00794_e0	rxn10839	gnl|TC-DB|Q9R9Q5|3.A.1.1.17	33.500	1.02e-19	85.5	72	contig_16	987421	988014	transporter
gnl|TC-DB|P77795|3.A.1.11.9	3.A.1.11.9	putrescine	EX_cpd00118_e0	rxn05163,rxn09213,rxn11263	gnl|TC-DB|P77795|3.A.1.11.9	33.696	1.48e-13	68.2	73	contig_16	1802460	1803254	transporter
gnl|TC-DB|P77795|3.A.1.11.9	3.A.1.11.9	spermidine	EX_cpd00264_e0	rxn05175,rxn09263,rxn11262	gnl|TC-DB|P77795|3.A.1.11.9	33.696	1.48e-13	68.2	73	contig_16	1802460	1803254	transporter
gnl|TC-DB|Q87WH3|3.A.1.12.10	3.A.1.12.10	betaine	EX_cpd00540_e0	rxn05181,rxn08637,rxn11216	gnl|TC-DB|Q87WH3|3.A.1.12.10	27.826	2.03e-20	72.8	74	contig_16	123324	124001	transporter
gnl|TC-DB|Q87WH3|3.A.1.12.10	3.A.1.12.10	choline	EX_cpd00098_e0	rxn05159,rxn08212	gnl|TC-DB|Q87WH3|3.A.1.12.10	27.826	2.03e-20	72.8	74	contig_16	123324	124001	transporter
gnl|TC-DB|Q87WH3|3.A.1.12.10	3.A.1.12.10	glycine	EX_cpd00033_e0	rxn10862,rxn12799,rxn34108,rxn34109	gnl|TC-DB|Q87WH3|3.A.1.12.10	27.826	2.03e-20	72.8	74	contig_16	123324	124001	transporter
gnl|TC-DB|Q87WH3|3.A.1.12.10	3.A.1.12.10	L-proline	EX_cpd00129_e0	rxn05165,rxn09187	gnl|TC-DB|Q87WH3|3.A.1.12.10	27.826	2.03e-20	72.8	74	contig_16	123324	124001	transporter
gnl|TC-DB|A9CI32|3.A.1.12.13	3.A.1.12.13	choline	EX_cpd00098_e0	rxn05159,rxn08212	gnl|TC-DB|A9CI32|3.A.1.12.13	37.295	3.92e-41	150	70	contig_16	971094	970465	transporter
gnl|TC-DB|Q8ZPK4|3.A.1.12.14	3.A.1.12.14	betaine	EX_cpd00540_e0	rxn05181,rxn08637,rxn11216	gnl|TC-DB|Q8ZPK4|3.A.1.12.14	29.520	2.71e-32	125	71	contig_16	971085	970303	transporter
gnl|TC-DB|Q8ZPK4|3.A.1.12.14	3.A.1.12.14	glycine	EX_cpd00033_e0	rxn10862,rxn12799,rxn34108,rxn34109	gnl|TC-DB|Q8ZPK4|3.A.1.12.14	29.520	2.71e-32	125	71	contig_16	971085	970303	transporter
gnl|TC-DB|P33362|3.A.1.12.15	3.A.1.12.15	betaine	EX_cpd00540_e0	rxn05181,rxn08637,rxn11216	gnl|TC-DB|P33362|3.A.1.12.15	52.679	5.45e-77	236	73	contig_16	123330	124001	transporter
gnl|TC-DB|P33362|3.A.1.12.15	3.A.1.12.15	choline	EX_cpd00098_e0	rxn05159,rxn08212	gnl|TC-DB|P33362|3.A.1.12.15	52.679	5.45e-77	236	73	contig_16	123330	124001	transporter
gnl|TC-DB|P33362|3.A.1.12.15	3.A.1.12.15	glycine	EX_cpd00033_e0	rxn10862,rxn12799,rxn34108,rxn34109	gnl|TC-DB|P33362|3.A.1.12.15	52.679	5.45e-77	236	73	contig_16	123330	124001	transporter
gnl|TC-DB|P39775|3.A.1.12.3	3.A.1.12.3	choline	EX_cpd00098_e0	rxn05159,rxn08212	gnl|TC-DB|P39775|3.A.1.12.3	33.659	6.22e-27	104	84	contig_16	124746	125357	transporter
gnl|TC-DB|Q72KX2|3.A.1.1.24	3.A.1.1.24	glucose	EX_cpd00027_e0	rxn05147,rxn08606	gnl|TC-DB|Q72KX2|3.A.1.1.24	62.013	1.56e-132	391	74	contig_16	933086	934006	transporter
gnl|TC-DB|Q72KX2|3.A.1.1.24	3.A.1.1.24	mannose	EX_cpd00138_e0	rxn13849	gnl|TC-DB|Q72KX2|3.A.1.1.24	62.013	1.56e-132	391	74	contig_16	933086	934006	transporter
gnl|TC-DB|O34742|3.A.1.12.4	3.A.1.12.4	betaine	EX_cpd00540_e0	rxn05181,rxn08637,rxn11216	gnl|TC-DB|O34742|3.A.1.12.4	35.025	1.46e-28	109	79	contig_16	124770	125357	transporter
gnl|TC-DB|O34742|3.A.1.12.4	3.A.1.12.4	choline	EX_cpd00098_e0	rxn05159,rxn08212	gnl|TC-DB|O34742|3.A.1.12.4	35.025	1.46e-28	109	79	contig_16	124770	125357	transporter
gnl|TC-DB|O34742|3.A.1.12.4	3.A.1.12.4	glycine	EX_cpd00033_e0	rxn10862,rxn12799,rxn34108,rxn34109	gnl|TC-DB|O34742|3.A.1.12.4	35.025	1.46e-28	109	79	contig_16	124770	125357	transporter
gnl|TC-DB|O34742|3.A.1.12.4	3.A.1.12.4	L-proline	EX_cpd00129_e0	rxn05165,rxn09187	gnl|TC-DB|O34742|3.A.1.12.4	35.025	1.46e-28	109	79	contig_16	124770	125357	transporter
gnl|TC-DB|Q72L52|3.A.1.1.25	3.A.1.1.25	maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|Q72L52|3.A.1.1.25	29.221	1.41e-21	93.2	77	contig_16	493556	494425	transporter
gnl|TC-DB|Q72L52|3.A.1.1.25	3.A.1.1.25	sucrose	EX_cpd00076_e0	rxn18575	gnl|TC-DB|Q72L52|3.A.1.1.25	29.221	1.41e-21	93.2	77	contig_16	493556	494425	transporter
gnl|TC-DB|Q72L52|3.A.1.1.25	3.A.1.1.25	trehalose	EX_cpd00794_e0	rxn10839	gnl|TC-DB|Q72L52|3.A.1.1.25	29.221	1.41e-21	93.2	77	contig_16	493556	494425	transporter
gnl|TC-DB|Q9KKE1|3.A.1.12.6	3.A.1.12.6	betaine	EX_cpd00540_e0	rxn05181,rxn08637,rxn11216	gnl|TC-DB|Q9KKE1|3.A.1.12.6	36.667	1.73e-39	142	85	contig_16	971025	970447	transporter
gnl|TC-DB|Q9KKE1|3.A.1.12.6	3.A.1.12.6	glycine	EX_cpd00033_e0	rxn10862,rxn12799,rxn34108,rxn34109	gnl|TC-DB|Q9KKE1|3.A.1.12.6	36.667	1.73e-39	142	85	contig_16	971025	970447	transporter
gnl|TC-DB|Q9KKE1|3.A.1.12.6	3.A.1.12.6	histidine	EX_cpd00119_e0	rxn05164,rxn08718	gnl|TC-DB|Q9KKE1|3.A.1.12.6	36.667	1.73e-39	142	85	contig_16	971025	970447	transporter
gnl|TC-DB|Q9KKE1|3.A.1.12.6	3.A.1.12.6	L-proline	EX_cpd00129_e0	rxn05165,rxn09187	gnl|TC-DB|Q9KKE1|3.A.1.12.6	36.667	1.73e-39	142	85	contig_16	971025	970447	transporter
gnl|TC-DB|Q9KKE1|3.A.1.12.6	3.A.1.12.6	proline	EX_cpd00129_e0	rxn05165,rxn09187	gnl|TC-DB|Q9KKE1|3.A.1.12.6	36.667	1.73e-39	142	85	contig_16	971025	970447	transporter
gnl|TC-DB|Q8DT26|3.A.1.1.27	3.A.1.1.27	maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|TC-DB|Q8DT26|3.A.1.1.27	29.231	4.40e-29	112	93	contig_16	987313	988080	transporter
gnl|TC-DB|Q8DT26|3.A.1.1.27	3.A.1.1.27	maltotetraose	EX_cpd01399_e0	rxn08877,rxn10173	gnl|TC-DB|Q8DT26|3.A.1.1.27	29.231	4.40e-29	112	93	contig_16	987313	988080	transporter
gnl|TC-DB|Q8DT26|3.A.1.1.27	3.A.1.1.27	trehalose	EX_cpd00794_e0	rxn10839	gnl|TC-DB|Q8DT26|3.A.1.1.27	29.231	4.40e-29	112	93	contig_16	987313	988080	transporter
gnl|TC-DB|Q92N35|3.A.1.12.7	3.A.1.12.7	choline	EX_cpd00098_e0	rxn05159,rxn08212	gnl|TC-DB|Q92N35|3.A.1.12.7	27.640	1.77e-13	68.2	87	contig_16	493577	494434	transporter
gnl|TC-DB|Q00750|3.A.1.1.28	3.A.1.1.28	raffinose	EX_cpd00382_e0	rxn18495	gnl|TC-DB|Q00750|3.A.1.1.28	27.925	1.04e-23	97.4	89	contig_16	1959733	1960515	transporter
gnl|TC-DB|Q00750|3.A.1.1.28	3.A.1.1.28	stachyose	EX_cpd01133_e0	rxn18552	gnl|TC-DB|Q00750|3.A.1.1.28	27.925	1.04e-23	97.4	89	contig_16	1959733	1960515	transporter
gnl|TC-DB|Q93A35|3.A.1.12.8	3.A.1.12.8	betaine	EX_cpd00540_e0	rxn05181,rxn08637,rxn11216	gnl|TC-DB|Q93A35|3.A.1.12.8	32.922	7.68e-37	137	73	contig_16	971085	970387	transporter
gnl|TC-DB|Q93A35|3.A.1.12.8	3.A.1.12.8	glycine	EX_cpd00033_e0	rxn10862,rxn12799,rxn34108,rxn34109	gnl|TC-DB|Q93A35|3.A.1.12.8	32.922	7.68e-37	137	73	contig_16	971085	970387	transporter
gnl|TC-DB|Q93A35|3.A.1.12.8	3.A.1.12.8	proline	EX_cpd00129_e0	rxn05165,rxn09187	gnl|TC-DB|Q93A35|3.A.1.12.8	32.922	7.68e-37	137	73	contig_16	971085	970387	transporter
gnl|TC-DB|Q55471|3.A.1.1.32	3.A.1.1.3	glucose	EX_cpd00027_e0	rxn05147,rxn08606	gnl|TC-DB|Q55471|3.A.1.1.32	44.248	4.05e-91	298	80	contig_16	1600786	1601799	transporter
gnl|TC-DB|Q55471|3.A.1.1.32	3.A.1.1.3	glycerol	EX_cpd00100_e0	rxn29769	gnl|TC-DB|Q55471|3.A.1.1.32	44.248	4.05e-91	298	80	contig_16	1600786	1601799	transporter
gnl|TC-DB|Q55471|3.A.1.1.32	3.A.1.1.3	phosphate	EX_cpd00009_e0	rxn05145,rxn09122	gnl|TC-DB|Q55471|3.A.1.1.32	44.248	4.05e-91	298	80	contig_16	1600786	1601799	transporter
gnl|TC-DB|Q55471|3.A.1.1.32	3.A.1.1.3	trehalose	EX_cpd00794_e0	rxn10839	gnl|TC-DB|Q55471|3.A.1.1.32	44.248	4.05e-91	298	80	contig_16	1600786	1601799	transporter
gnl|TC-DB|Q88P37|3.A.1.1.30	3.A.1.1.30	glucose	EX_cpd00027_e0	rxn05147,rxn08606	gnl|TC-DB|Q88P37|3.A.1.1.30	28.311	4.30e-24	99.0	72	contig_16	1959859	1960515	transporter
gnl|TC-DB|O50453|3.A.1.1.31	3.A.1.1.31	trehalose	EX_cpd00794_e0	rxn10839	gnl|TC-DB|O50453|3.A.1.1.31	32.669	7.10e-31	117	98	contig_16	987301	988044	transporter
gnl|TC-DB|P06611|3.A.1.13.1	3.A.1.13.1	cyanocob(III)alamin	EX_cpd03424_e0	rxn05187	gnl|TC-DB|P06611|3.A.1.13.1	30.583	1.74e-10	57.0	85	contig_16	971046	970465	transporter
gnl|TC-DB|Q55471|3.A.1.1.32	3.A.1.1.32	glycerol	EX_cpd00100_e0	rxn29769	gnl|TC-DB|Q55471|3.A.1.1.32	44.248	4.05e-91	298	80	contig_16	1600786	1601799	transporter
