react_id/treact_name/treact_rev/treact_single/treact_de/tlowbnd/tuppbnd/tobj_coef/tgprRules/tgpr/tseed/trxn/tname/tec/ttc/tqseqid/tpident/tevalue/tbitscore/tqcovs/tstitle/tsstart/tsend/tpathway/tblast.status/tpathway.status/tcomplex/texception/tcomplex.status/tgs.origin/tannotation/tMNX_ID/tseedID/tkeggID/tbiggID/tbiocycID
rxn00071_c0/tNADH:monodehydroascorbate oxidoreductase/tTRUE/tNA/tNA/t-1000/t0/t0/t((x[1]))/t((JADHEH010000051.1_10237:8306))/trxn00071/t1.6.5.4-RXN/tNADH-monodehydroascorbate reductase/t1.6.5.4/tNA/tUniRef50_A0A378K823/t56.857/t0/t660/t98/tJADHEH010000051.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_30.1, whole genome shotgun sequence/t10237/t8306/t|PWY-6370|/tgood_blast/tNA/tSubunit 1/t0/t1/t0/tbqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.6.5.4;http://identifiers.org/seed.reaction:rxn00071;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00071;http://identifiers.org/metanetx.reaction:MNXR106385/tMNXR106385/trxn00071/tNA/tNA/tNA
rxn00076_c0/tNAD+ phosphohydrolase/tFALSE/tNA/tNA/t0/t1000/t0/tx[1] | x[2] | x[3]/tJADHEH010000051.1_56418:57215 | JADHEH010000092.1_5437:4082 | JADHEH010000108.1_75504:75058/trxn00076/tRXN-14139/tUTP diphosphatase/t3.6.1.9/3.6.1.19/tNA/tUniRef50_A0A0H2MX78/t45.455/t2.89e-70/t232/t97/tJADHEH010000051.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_30.1, whole genome shotgun sequence/t56418/t57215/t|PWY-7821|/tgood_blast/tNA/tNA/t0/t1/t0/tbqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:3.6.1.9;http://identifiers.org/ec-code:3.6.1.19;http://identifiers.org/seed.reaction:rxn00076;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00076;http://identifiers.org/kegg.reaction:R00103;http://identifiers.org/bigg.reaction:NADDP;http://identifiers.org/bigg.reaction:NADDPe;http://identifiers.org/bigg.reaction:NADDPp;http://identifiers.org/bigg.reaction:NPH;http://identifiers.org/biocyc:META:NADPYROPHOSPHAT-RXN;http://identifiers.org/metanetx.reaction:MNXR101861/tMNXR101861/trxn00076/tR00103/tNADDP;NADDPe;NADDPp;NPH/tNADPYROPHOSPHAT-RXN
rxn00077_c0/tATP:NAD+ 2'-phosphotransferase/tFALSE/tNA/tNA/t0/t1000/t0/tx[1]/tJADHEH010000092.1_15248:16141/trxn00077/tNAD-KIN-RXN/tNAD kinase/t2.7.1.23/tNA/tUniRef90_A1U2D4/t45.485/t8.56e-81/t263/t98/tJADHEH010000092.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_28.2, whole genome shotgun sequence/t15248/t16141/t|NADPHOS-DEPHOS-PWY-1|/tgood_blast/tfull/tNA/t0/t1/t0/tbqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.7.1.23;http://identifiers.org/seed.reaction:rxn00077;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00077;http://identifiers.org/kegg.reaction:R00104;http://identifiers.org/bigg.reaction:NADK;http://identifiers.org/bigg.reaction:NADKm;http://identifiers.org/biocyc:META:NAD-KIN-RXN;http://identifiers.org/metanetx.reaction:MNXR101882/tMNXR101882/trxn00077/tR00104/tNADK;NADKm/tNAD-KIN-RXN
rxn00078_c0/tATP:NADH 2'-phosphotransferase/tFALSE/tNA/tNA/t0/t1000/t0/tx[1]/tJADHEH010000092.1_15257:16147/trxn00078/tNADH-KINASE-RXN/tNADH kinase/t2.7.1.86/2.7.1.96/tNA/tUniRef50_B5EFY8/t37.584/t1.82e-59/t201/t99/tJADHEH010000092.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_28.2, whole genome shotgun sequence/t15257/t16147/t|PWY-5083|/tgood_blast/tthreshold/tNA/t0/t1/t0/tbqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.7.1.86;http://identifiers.org/ec-code:2.7.1.96;http://identifiers.org/seed.reaction:rxn00078;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00078;http://identifiers.org/kegg.reaction:R00105;http://identifiers.org/biocyc:META:NADH-KINASE-RXN;http://identifiers.org/metanetx.reaction:MNXR106390/tMNXR106390/trxn00078/tR00105/tNA/tNADH-KINASE-RXN
rxn00083_c0/tNADPH:NAD+ oxidoreductase/tTRUE/tNA/tNA/t-1000/t1000/t0/t((x[1]) & (x[2]))/t((JADHEH010000066.1_65680:64568) & (JADHEH010000066.1_63904:62537))/trxn00083/tPYRNUTRANSHYDROGEN-RXN/tNAD(P) transhydrogenase/t1.6.1.2/1.6.1.3/1.6.1.1/tNA/tUniRef50_A0A0W0WE19/t62.061/t1.26e-152/t478/t98/tJADHEH010000066.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_13.1, whole genome shotgun sequence/t63904/t62537/t|PWY-5083|/tgood_blast/tthreshold/tSubunit 2/t0/t1/t0/tbqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.6.1.2;http://identifiers.org/ec-code:1.6.1.3;http://identifiers.org/ec-code:1.6.1.1;http://identifiers.org/seed.reaction:rxn00083;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00083;http://identifiers.org/kegg.reaction:R00112;http://identifiers.org/bigg.reaction:NADTRHD;http://identifiers.org/bigg.reaction:NNOR;http://identifiers.org/biocyc:META:PYRNUTRANSHYDROGEN-RXN;http://identifiers.org/metanetx.reaction:MNXR101898/tMNXR101898/trxn00083/tR00112/tNADTRHD;NNOR/tPYRNUTRANSHYDROGEN-RXN
rxn00085_c0/tL-Glutamate:NADP+ oxidoreductase (transaminating)/tTRUE/tNA/tNA/t-1000/t0/t0/t((x[1]) & (x[2]) & (x[3]))/t((JADHEH010000014.1_117640:118932) & (JADHEH010000091.1_94556:90009) & (JADHEH010000091.1_89932:88463))/trxn00085/tGLUTAMATESYN-RXN/tglutamate synthase/t1.4.1.13/2.6.1.53/tNA/tsp|P09831|GLTB_ECOLI/t44.037/t0/t1119/t99/tJADHEH010000091.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_58, whole genome shotgun sequence/t94541/t90009/t|GLUTAMINEFUM-PWY|/tgood_blast/tfull/tSubunit 1/t0/t1/t0/tbqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.4.1.13;http://identifiers.org/ec-code:2.6.1.53;http://identifiers.org/seed.reaction:rxn00085;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00085;http://identifiers.org/kegg.reaction:R00114;http://identifiers.org/bigg.reaction:GLUS_nadph;http://identifiers.org/bigg.reaction:GLUSy;http://identifiers.org/biocyc:META:GLUTAMATESYN-RXN;http://identifiers.org/metanetx.reaction:MNXR100291/tMNXR100291/trxn00085/tR00114/tGLUS_nadph;GLUSy/tGLUTAMATESYN-RXN
rxn00086_c0/tglutathione:NADP+ oxidoreductase/tTRUE/tNA/tNA/t-1000/t1000/t0/tx[1]/tJADHEH010000097.1_72394:73710/trxn00086/tGLUTATHIONE-REDUCT-NADPH-RXN/tglutathione reductase/t1.8.1.7/1.6.4.2/tNA/tUniRef90_P06715/t50.455/t5.71e-138/t435/t95/tJADHEH010000097.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_45, whole genome shotgun sequence/t72394/t73710/t|PWY-4081|/tgood_blast/tNA/tNA/t0/t1/t0/tbqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.8.1.7;http://identifiers.org/ec-code:1.6.4.2;http://identifiers.org/seed.reaction:rxn00086;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00086;http://identifiers.org/kegg.reaction:R00115;http://identifiers.org/bigg.reaction:GDR_nadp_h;http://identifiers.org/bigg.reaction:GTHOm;http://identifiers.org/bigg.reaction:GTHOr;http://identifiers.org/biocyc:META:GLUTATHIONE-REDUCT-NADPH-RXN;http://identifiers.org/metanetx.reaction:MNXR100098/tMNXR100098/trxn00086/tR00115/tGDR_nadp_h;GTHOm;GTHOr/tGLUTATHIONE-REDUCT-NADPH-RXN
rxn00088_c0/tNADP+ 2'-phosphohydrolase/tFALSE/tNA/tNA/t0/t1000/t0/tx[1]/tJADHEH010000116.1_31170:30412/trxn00088/tACID-PHOSPHATASE-RXN/tpurple acid phosphatase/t3.1.3.2/tNA/ttr|A0A383SG12|A0A383SG12_XANCJ/t55.469/t1.44e-88/t284/t97/tJADHEH010000116.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_49, whole genome shotgun sequence/t31170/t30412/t|PWY-6348|/tgood_blast/tfull/tNA/t0/t1/t0/tbqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:3.1.3.2;http://identifiers.org/seed.reaction:rxn00088;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00088;http://identifiers.org/kegg.reaction:R00118;http://identifiers.org/bigg.reaction:N2PH;http://identifiers.org/bigg.reaction:NADPPPS;http://identifiers.org/bigg.reaction:NADPPPSm;http://identifiers.org/biocyc:META:RXN-5822;http://identifiers.org/metanetx.reaction:MNXR101798/tMNXR101798/trxn00088/tR00118/tN2PH;NADPPPS;NADPPPSm/tRXN-5822
rxn00097_c0/tATP:AMP phosphotransferase/tTRUE/tNA/tNA/t-1000/t1000/t0/tx[1]/tJADHEH010000116.1_25456:24818/trxn00097/tADENYL-KIN-RXN/tAMP kinase/t2.7.4.3/tNA/tUniRef90_A1VNK2/t56.808/t2.12e-81/t261/t98/tJADHEH010000116.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_49, whole genome shotgun sequence/t25456/t24818/t|PWY-7219|/tgood_blast/tfull/tNA/t0/t1/t0/tbqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.7.4.3;http://identifiers.org/seed.reaction:rxn00097;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00097;http://identifiers.org/kegg.reaction:R00127;http://identifiers.org/bigg.reaction:ADK1;http://identifiers.org/bigg.reaction:ADK1m;http://identifiers.org/bigg.reaction:ATAMh;http://identifiers.org/biocyc:META:ADENYL-KIN-RXN;http://identifiers.org/metanetx.reaction:MNXR95450/tMNXR95450/trxn00097/tR00127/tADK1;ADK1m;ATAMh/tADENYL-KIN-RXN
rxn00100_c0/tATP:dephospho-CoA 3'-phosphotransferase/tFALSE/tNA/tNA/t0/t1000/t0/tx[1]/tJADHEH010000002.1_70025:69417/trxn00100/tDEPHOSPHOCOAKIN-RXN/tdephospho-CoA kinase/t2.7.1.24/tNA/tUniRef90_Q3K6P4/t46.569/t5.25e-53/t179/t98/tJADHEH010000002.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_64, whole genome shotgun sequence/t70025/t69417/t|COA-PWY|/tbad_blast/tkeyenzyme/tNA/t0/tNA/t0/tbqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.7.1.24;http://identifiers.org/seed.reaction:rxn00100;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00100;http://identifiers.org/kegg.reaction:R00130;http://identifiers.org/bigg.reaction:DPCOAK;http://identifiers.org/bigg.reaction:DPCOAKm;http://identifiers.org/biocyc:META:DEPHOSPHOCOAKIN-RXN;http://identifiers.org/metanetx.reaction:MNXR97762/tMNXR97762/trxn00100/tR00130/tDPCOAK;DPCOAKm/tDEPHOSPHOCOAKIN-RXN
rxn00103_c0/tformate:NADP+ oxidoreductase/tFALSE/tNA/tNA/t0/t1000/t0/t((x[1]))/t((JADHEH010000043.1_26331:24253))/trxn00103/tFORMATE-DEHYDROGENASE-NADP+-RXN/tNADP-dependent formate dehydrogenase/t1.17.1.10/tNA/tUniRef50_A0A1F9L9F0/t38.704/t1.15e-132/t424/t99/tJADHEH010000043.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_35, whole genome shotgun sequence/t25872/t24256/t|CODH-PWY|/tgood_blast/tNA/tSubunit undefined/t0/t1/t0/tbqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:1.17.1.10;http://identifiers.org/seed.reaction:rxn00103;http://identifiers.org/SBO:0000176;http://identifiers.org/seed.reaction:rxn00103;http://identifiers.org/kegg.reaction:R00134;http://identifiers.org/biocyc:META:FORMATE-DEHYDROGENASE-NADP+-RXN;http://identifiers.org/metanetx.reaction:MNXR106403/tMNXR106403/trxn00103/tR00134/tNA/tFORMATE-DEHYDROGENASE-NADP+-RXN
rxn00104_c0/tpolyphosphate kinase/tTRUE/tNA/tNA/t-1000/t1000/t0/tx[1]/tJADHEH010000016.1_122465:124513/trxn00104/tPOLYPHOSPHATE-KINASE-RXN/tpolyphosphate kinase/t2.7.4.1/tNA/tUniRef90_A7IK14/t43.867/t3.38e-159/t508/t93/tJADHEH010000016.1 MAG: Ectothiorhodospiraceae bacterium AqS1 AqS1_Scaffold_74, whole genome shotgun sequence/t122465/t124513/t|PWY-8138|/tgood_blast/tfull/tNA/t0/t1/t0/tbqbiol_is;http://identifiers.org/SBO:0000167;http://identifiers.org/ec-code:2.7.4.1;http://identifiers.org/seed.reaction:rxn00104;http://identifiers.org/SBO:0000176/tNA/tNA/tNA/tNA/tNA
